Date,Open,High,Low,Close,Volume,Symbol
2025-05-22,171.85,176.77,170.71,170.87,74864418,GOOGL
2025-05-23,169.055,169.96,167.89,168.47,35211439,GOOGL
2025-05-27,170.16,173.17,170.0,172.9,37995670,GOOGL
2025-05-28,173.16,175.265,171.9107,172.36,34783997,GOOGL
2025-05-29,174.0,174.4193,170.63,171.86,29373803,GOOGL
2025-05-30,171.35,172.205,167.44,171.74,52639911,GOOGL
2025-06-02,167.84,169.87,167.39,169.03,38612272,GOOGL
2025-06-03,167.49,168.475,165.28,166.18,45084903,GOOGL
2025-06-04,166.735,168.215,166.36,168.05,26900838,GOOGL
2025-06-05,170.34,170.93,167.59,168.21,36444564,GOOGL
2025-06-06,170.83,174.5,170.83,173.68,35731832,GOOGL
2025-06-09,174.54,176.47,174.37,176.09,28935906,GOOGL
2025-06-10,176.2,181.105,174.91,178.6,61766121,GOOGL
2025-06-11,179.77,180.37,176.75,177.35,31646757,GOOGL
2025-06-12,176.18,176.72,174.745,175.7,20941873,GOOGL
2025-06-13,172.44,177.13,172.385,174.67,27663107,GOOGL
2025-06-16,174.73,176.94,174.65,176.77,27389208,GOOGL
2025-06-17,175.7,177.3648,174.58,175.95,24973043,GOOGL
2025-06-18,176.01,176.56,173.2,173.32,28707524,GOOGL
2025-06-20,173.945,174.34,165.46,166.64,75659917,GOOGL
2025-06-23,166.27,167.34,162.0,165.19,57670985,GOOGL
2025-06-24,166.92,168.22,166.13,166.77,40524312,GOOGL
2025-06-25,167.63,172.36,167.55,170.68,35478989,GOOGL
2025-06-26,172.43,173.69,169.94,173.54,31796690,GOOGL
2025-06-27,173.54,178.68,171.73,178.53,108140200,GOOGL
2025-06-30,180.78,181.23,174.58,176.23,63378856,GOOGL
2025-07-01,175.735,176.09,173.53,175.84,35904526,GOOGL
2025-07-02,175.54,178.86,175.07,178.64,29128947,GOOGL
2025-07-03,178.5,179.67,177.05,179.53,21689729,GOOGL
