Date,Open,High,Low,Close,Volume,Symbol
2025-04-07 16:09:04.393026,152.37,152.69,151.49,151.64,46078918,AAPL
2025-04-08 16:09:04.393026,150.26,151.51,150.15,151.37,50051134,AAPL
2025-04-09 16:09:04.393026,153.3,154.14,153.11,153.48,46572854,AAPL
2025-04-10 16:09:04.393026,157.68,158.39,157.49,158.31,68861859,AAPL
2025-04-11 16:09:04.393026,157.87,157.99,157.7,157.73,30812287,AAPL
2025-04-12 16:09:04.393026,157.13,157.18,155.97,157.15,48076390,AAPL
2025-04-13 16:09:04.393026,162.51,162.53,161.7,162.27,61428228,AAPL
2025-04-14 16:09:04.393026,165.54,165.93,164.47,164.92,64027943,AAPL
2025-04-15 16:09:04.393026,162.39,163.83,161.32,163.54,40094636,AAPL
2025-04-16 16:09:04.393026,165.01,165.53,164.76,165.48,34493365,AAPL
2025-04-17 16:09:04.393026,164.17,164.69,163.88,164.11,40805757,AAPL
2025-04-18 16:09:04.393026,164.01,164.39,162.59,162.74,58135172,AAPL
2025-04-19 16:09:04.393026,162.69,163.81,162.05,163.7,33925167,AAPL
2025-04-20 16:09:04.393026,157.74,157.86,157.23,157.59,37630492,AAPL
2025-04-21 16:09:04.393026,151.31,152.55,151.17,152.32,52504928,AAPL
2025-04-22 16:09:04.393026,151.02,151.32,150.65,150.76,52930724,AAPL
2025-04-23 16:09:04.393026,147.32,148.68,147.11,147.85,38086965,AAPL
2025-04-24 16:09:04.393026,149.42,149.85,148.58,148.93,61585955,AAPL
2025-04-25 16:09:04.393026,145.77,146.8,145.59,146.37,58220601,AAPL
2025-04-26 16:09:04.393026,143.74,143.84,142.06,142.39,41104855,AAPL
2025-04-27 16:09:04.393026,146.1,146.74,145.95,146.7,52766907,AAPL
2025-04-28 16:09:04.393026,146.79,146.8,145.55,146.19,47353431,AAPL
2025-04-29 16:09:04.393026,148.52,148.8,146.15,146.53,39291075,AAPL
2025-04-30 16:09:04.393026,142.84,142.94,142.2,142.5,54732376,AAPL
2025-05-01 16:09:04.393026,141.04,141.45,140.4,141.09,45534850,AAPL
2025-05-02 16:09:04.393026,142.15,142.24,141.02,141.55,51731809,AAPL
2025-05-03 16:09:04.393026,138.7,139.06,138.36,138.43,50582087,AAPL
2025-05-04 16:09:04.393026,138.81,139.76,138.57,139.61,60830512,AAPL
2025-05-05 16:09:04.393026,138.8,139.37,137.68,138.07,55150352,AAPL
2025-05-06 16:09:04.393026,137.76,137.97,135.81,137.4,55708905,AAPL
2025-05-07 16:09:04.393026,136.66,137.05,135.62,135.89,46847307,AAPL
2025-05-08 16:09:04.393026,141.59,141.92,140.96,141.06,45146364,AAPL
2025-05-09 16:09:04.393026,141.22,142.2,140.37,141.16,56862601,AAPL
2025-05-10 16:09:04.393026,137.2,138.51,136.75,138.31,50642800,AAPL
2025-05-11 16:09:04.393026,139.97,141.03,139.68,140.73,42696333,AAPL
2025-05-12 16:09:04.393026,137.58,137.6,137.16,137.43,71439440,AAPL
2025-05-13 16:09:04.393026,138.58,139.42,138.07,138.14,43382135,AAPL
2025-05-14 16:09:04.393026,133.43,133.75,132.82,132.87,55049872,AAPL
2025-05-15 16:09:04.393026,130.03,130.5,129.34,129.47,45250546,AAPL
2025-05-16 16:09:04.393026,129.69,130.8,129.53,130.11,37391160,AAPL
2025-05-17 16:09:04.393026,132.77,133.61,131.75,132.16,34806300,AAPL
2025-05-18 16:09:04.393026,132.43,133.25,132.14,132.75,54438194,AAPL
2025-05-19 16:09:04.393026,133.09,133.46,132.55,132.57,17587326,AAPL
2025-05-20 16:09:04.393026,131.23,132.01,130.74,131.91,66324113,AAPL
2025-05-21 16:09:04.393026,127.22,128.31,127.17,128.14,64412732,AAPL
2025-05-22 16:09:04.393026,125.51,126.86,125.51,126.42,40184913,AAPL
2025-05-23 16:09:04.393026,125.67,125.75,125.16,125.38,50698020,AAPL
2025-05-24 16:09:04.393026,127.91,128.2,127.66,128.16,65860168,AAPL
2025-05-25 16:09:04.393026,128.37,130.0,127.61,129.17,48482149,AAPL
2025-05-26 16:09:04.393026,125.11,125.22,124.51,124.74,47918777,AAPL
2025-05-27 16:09:04.393026,125.37,125.9,125.05,125.68,53570154,AAPL
2025-05-28 16:09:04.393026,124.4,125.17,124.29,124.83,58128621,AAPL
2025-05-29 16:09:04.393026,123.66,123.96,123.06,123.27,57472936,AAPL
2025-05-30 16:09:04.393026,125.28,125.29,124.86,124.9,62776648,AAPL
2025-05-31 16:09:04.393026,127.22,127.81,127.15,127.6,47823187,AAPL
2025-06-01 16:09:04.393026,130.82,131.14,129.79,130.11,63054788,AAPL
2025-06-02 16:09:04.393026,128.07,128.33,127.93,128.05,53241663,AAPL
2025-06-03 16:09:04.393026,127.3,127.42,127.08,127.39,41817793,AAPL
2025-06-04 16:09:04.393026,129.7,130.09,127.89,128.36,61581108,AAPL
2025-06-05 16:09:04.393026,131.51,131.76,130.74,130.99,49877532,AAPL
2025-06-06 16:09:04.393026,129.28,129.9,129.02,129.87,59751197,AAPL
2025-06-07 16:09:04.393026,129.42,129.84,129.3,129.52,54129314,AAPL
2025-06-08 16:09:04.393026,126.42,127.09,126.33,126.78,52449665,AAPL
2025-06-09 16:09:04.393026,123.56,124.05,123.47,123.87,35519156,AAPL
2025-06-10 16:09:04.393026,125.12,126.28,125.04,126.01,53109075,AAPL
2025-06-11 16:09:04.393026,130.51,130.84,129.49,129.55,49809837,AAPL
2025-06-12 16:09:04.393026,128.85,129.5,128.74,129.5,53227185,AAPL
2025-06-13 16:09:04.393026,131.68,132.43,131.07,132.23,48912398,AAPL
2025-06-14 16:09:04.393026,133.58,133.86,133.15,133.31,52240924,AAPL
2025-06-15 16:09:04.393026,131.74,131.77,131.42,131.73,50245101,AAPL
2025-06-16 16:09:04.393026,133.14,133.72,132.43,132.81,71531824,AAPL
2025-06-17 16:09:04.393026,136.5,137.39,136.43,137.03,71898029,AAPL
2025-06-18 16:09:04.393026,136.51,137.41,136.27,137.07,28761042,AAPL
2025-06-19 16:09:04.393026,141.12,141.82,141.06,141.49,53417559,AAPL
2025-06-20 16:09:04.393026,135.48,135.86,133.99,134.22,41015853,AAPL
2025-06-21 16:09:04.393026,136.9,137.44,135.81,136.56,61794401,AAPL
2025-06-22 16:09:04.393026,136.62,137.64,136.06,136.94,48854601,AAPL
2025-06-23 16:09:04.393026,137.1,137.75,136.01,136.25,50052436,AAPL
2025-06-24 16:09:04.393026,136.67,136.86,136.39,136.64,39323795,AAPL
2025-06-25 16:09:04.393026,131.25,131.39,131.05,131.35,57116148,AAPL
2025-06-26 16:09:04.393026,130.16,131.5,129.66,130.9,53323140,AAPL
2025-06-27 16:09:04.393026,131.47,132.58,131.43,131.97,61792971,AAPL
2025-06-28 16:09:04.393026,136.04,136.89,135.28,136.0,47510358,AAPL
2025-06-29 16:09:04.393026,135.38,135.64,134.17,134.73,40350765,AAPL
2025-06-30 16:09:04.393026,133.14,133.56,131.98,132.68,38167414,AAPL
2025-07-01 16:09:04.393026,130.14,131.59,129.86,131.48,65023570,AAPL
